ID,Geschlecht,Größe
"Mitchell, Leonel",Male,180
"Basak, De'Jour",Male,178
"Song, Da",Male,192
"Pham, Mirza",Male,176
"Means, Arthur",Male,186
"Ford, Josue",Male,176
"Price, Esmeralda",Female,162
"Loo, Dominic",Male,171
"Wooldridge, Tessa",Female,168
"Rogers II, Nicholas",Male,182
"Sanchez, Kenniese",Female,144
"Ruybalid, Stephanie",Female,179
"Penn, Ramon",Male,184
"Pierce Newsome, Brian",Male,180
"Sky, Duncan",Male,167
"Lu, Ammanuel",Male,185
"Lara, Narmada",Female,163
"Sanchez, Anita",Female,158
"Lierman, Benjamin",Male,181
"Willingham, Michael",Male,160
"Chavez, Priscilla",Female,157
"Nguyen, Lee",Male,191
"Kim, Michael",Male,170
"Jones, Bryan",Male,155
"Garcia III, Maureen",Female,181
"Davis, Marisa",Female,188
"Babcock, Sonia",Female,162
"Wang, Stephen",Male,178
"Hein, Evelyn",Female,160
"Ochoa Mendoza, Della",Female,163
"Laken, Cristian",Female,164
"Sanchez, Kimphone",Female,163
"Mehrer, Jackelin",Female,174
"Bohn, Danika",Female,154
"Gibson, Abraam",Male,184
"Benavidez, Mezhgan",Female,160
"Long, Sean",Male,182
"Benavides, Dominika",Female,162
"Buso, Michelle",Female,168
"Munoz, Tashay",Female,154
"Lopez Espinal, Thy Thy",Female,166
"Tobon, Nicaela",Female,166
"Gordon, Jesus",Male,192
"Hubbard, Larry",Male,197
"Gomez, Takeya",Female,166
"Le, Karl",Male,170
"Keodara, Ramo",Male,176
"Soule, Ryan",Male,186
"Maryland, Travis",Male,169
"Heo, Eric",Male,179
"James, Philip",Male,166
"Hudson, Matthew",Male,178
"Moffitt Lucas, Alberto",Male,180
"Mejia, Angela",Female,176
"Deguzman, Varun",Male,186
"Roble, Ana",Female,168
"Duncan, Zachery",Male,186
"Schneider, Brandi",Female,154
"Powell, Naomi",Female,180
"Bowman, Heidi",Female,170
"Evans, David",Male,190
"Lucero, Malachai",Male,193
"Urbigkeit, Jacob",Male,178
"Abul Hawa, Savannah",Female,148
"Espinoza, Jazmine",Female,154
"Hamilton, Liliane",Female,178
"Cox, Tuesday",Female,171
"Brown, James",Male,173
"Quintana, Emerald",Female,159
"Seaney, Berta",Female,172
"Shumpert, Robert",Male,170
"Stolley, Cameron",Male,200
"Valdez, Aminah",Female,160
"Mendoza, Leaman",Male,193
"Pease, Maria",Female,157
"Jones, Chandra",Female,163
"Ellison, Shiann",Female,152
"Sams, Cristian",Male,201
"Nguyen, Lars",Male,177
"Carter, Robert",Male,173
"Griner, Adrian",Male,162
"Leon, Alihah",Female,162
"Johnson, Miguel",Male,177
"Lucero, Whispar",Female,171
"Carter, Dru",Male,198
"Fraire, Farhiya",Female,163
"Apodaca, Shayla",Female,166
"Alvarez, Alexandra",Female,184
"Ariki, Oscar",Male,184
"Hernandez, Jocilynn",Female,167
"Almarez, Kelsey",Female,177
"Scheuermann, Ana",Female,181
"Condon, Samantha",Female,171
"Oeser, Makayla",Female,160
"Linnebur, Daniela",Female,154
"Standish, Bryce",Male,179
"Wong, Amninder",Male,186
"Begay, Phillip",Male,181
"Tomberlin, Emily",Female,155
"Geebro, Russell",Male,182
"Evans, Blake",Male,172
"Nelson, Kendra",Female,154
"Bell, M'Leesa",Female,154
"Percell, Justin",Male,194
"Cannon, Jonathon",Male,181
"Ramos, Nicole",Female,163
"Devan, Jasmine",Female,160
"Valdez, Lisa",Female,149
"Crum, Macy",Male,172
"Tran, Somsanouk",Male,194
"Konrade, Grace",Female,168
"Steward, Felicia",Female,158
"Murphy, Jessica",Female,153
"Soler, Andrea",Female,161
"Adams, Rah Mi",Female,178
"Elizalde, Kathy",Female,156
"Johansen, Haley",Female,187
"Nguyen, Damon",Male,187
"Bennett, Ashley",Female,159
"Napierski, Sandra",Female,167
"Piazza, Trent",Male,181
"Thomas, Dakota",Female,162
"Mungmee, Eisley",Male,174
"Espinoza, Jasmine",Female,172
"Flanagan, Fatima",Female,166
"O'Hara, Lauren",Female,168
"Palmier, Menandez",Male,183
"Barnabas, Isaac",Male,171
"Roldan, Amanda",Female,170
"Watkins IV, Jesus",Male,172
"Davis, Natalie",Female,183
"Zuther, Aaron",Male,174
"Mclaren, Alec",Male,189
"Poudyal, Brendon",Male,165
"Jimenez, Marissa",Female,177
"Martinez, Annie",Female,157
"Wofford, John",Male,192
"Sorensen-Rucker, Monique",Female,163
"Eagle, Henry",Male,179
"Walker, Isaac",Male,185
"Cammack, Rachelle",Female,168
"Jones, Hugo",Male,168
"Munnerlyn, Chance",Male,183
"Delatorre Webster, Nathan",Male,188
"Romero, Cristal",Female,159
"Thurman, Manuel",Male,182
"Middleton, Paige",Female,177
"Taylor, Lucas",Male,177
"Ornelas, Nou Chee",Female,162
"Majid, Tevin",Male,177
"Younger, Jose",Male,179
"Foster-Anderson, Louis",Male,176
"Hogue, Chaelynn",Female,160
"Bradford, Jesse",Male,179
"Coca, Irene",Female,168
"Bacon, Nicholas",Male,176
"Sakai, James",Male,179
"Anderson, Robert",Male,182
"Dillon, Will",Male,175
"Martinez, Miranda",Female,151
"Green, Karina",Female,173
"Richy, Cybill",Male,184
"Neal, Martin",Male,171
"Moran, Idaly",Female,160
"Rodriguez-Marquez, Brechelle",Female,177
"Schmidt, Wesley",Male,179
"Bigback, Mato Ty",Male,178
"Johnson, Megan",Female,168
"Temple, Davena",Female,170
"Swanson, Rosalba",Female,162
"Johnson, Robert",Male,179
"Martinez Fernandez, Aram",Female,141
"Anderson, Samantha",Female,156
"Martin, Christopher",Male,178
"Maldonado, Rachel",Female,167
"Chou, Dwight",Male,178
"Christian, Anizza",Female,160
"Xayavong, Joseph",Male,166
"Doud, Kendra",Female,172
"Sysavat, Elijah",Male,171
"Mack, Everardo",Male,186
"Yang, Denis",Male,181
"Gangavelli, Ceverris",Male,201
"Rice, Wyleen",Female,170
"Hoang, Kenneth",Male,181
"Stampley, Autriana",Female,181
"Lark, Oscar",Male,172
"Benson, Yzabel",Female,190
"Lockett, Nathan",Male,169
"Martinez, Xiao",Female,174
"Rios-Romero, Salina",Female,151
"Vega-Lomeli, Tonya",Female,152
"Underwood, Cody James",Male,180
"Demming, Claudia",Female,162
"Isbell, Casandra",Female,165
"Soyolsaikhan, Olagappan",Male,184
"Lones, Krishawnda",Female,159
"Manzanares, Valetty",Female,154
"Stanley, Gage",Male,179
"Rice, Brandon",Male,176
"Holland, Logan",Male,185
"Busak, Curtis",Male,190
"Acosta, Elizabeth",Female,181
"Kimble, Savannah",Female,163
"Frazier, Tawnie",Female,162
"Montelongo Declay, Kevin",Male,185
"Davis, Devin",Male,192
"Kafati, Zeavennia",Female,168
"Stults, Katherin",Female,160
"Nawaz, Praveen",Male,177
"Berg, Devon",Male,181
"Wada, Jonathan",Male,180
"Conklin, Marcus",Male,179
"Sundling, Carmen",Female,171
"Riley-King, Christopher",Male,182
"Josiah, Brandon",Male,180
"Baltierrez, Ebony",Female,160
"Ishikawa, Brandon",Male,177
"Ewings, Saul",Male,167
"Holloway, Joseph",Male,172
"Griffin, Elijah",Male,192
"Gonzales, Mebrat",Female,153
"Sasaki, Layth",Male,178
"Mejia, Chelsea",Female,157
"Cornish, Chandler",Female,150
"Valdez Ramirez, Brenda",Female,169
"Mahoney, Sarah",Female,156
"Sanchez, Adriana",Female,163
"Dineen, Elijah",Male,168
"Gilmartin, Chaerin",Female,164
"Parson, Christopher",Male,193
"Brown, Nicholas",Male,168
"Perry, Malinda",Female,163
"Gonzalez Morales, Christopher",Male,173
"Martinez, Taylor",Female,169
"Phu, Nathan",Male,188
"Lund, Tre",Male,176
"Rodriguez, Monica",Female,163
"Sy, Derrick",Male,183
"Morgan, Atraidies",Male,175
"Carrejo, Chante",Female,170
"Gonzales, Deandranay",Female,156
"Bush, Jesus",Male,180
"Onexayvieng, James",Male,187
"Cha, Isaiah",Male,176
"Kimble, Alex",Male,184
"Delgadillo, Morgan",Female,163
"Dodson, Brendan",Male,169
"Dorji, Johnathan",Male,188
"Romero, Tayla",Female,171
"Fells, Ryan",Male,178
"Sanchez, Jasmine",Female,166
"Bufford, Caleb",Male,174
"Le, William",Male,183
"Hendrix, Adam",Male,184
"Simpson-Brown, Micah",Male,181
"Brown, Dominic",Male,190
"Cha, Erik",Male,179
"Palacios, Shantel",Female,156
"Salazar, Nicole",Female,175
"Gutierrez, Adam",Male,174
"Griego, Jocelyn",Female,166
"Patrick, Alondra",Female,166
"Buasri, Montarius",Male,175
"Durham, Moises",Male,177
"Ealey, Dennis",Male,173
"Wood, Claire",Female,164
"Socarro, Milan",Female,178
"Aslami, Joseph Louis",Male,180
"Fitzsimmons, Evan",Male,188
"Zapata, Sae",Female,170
"Silvera, Estephania",Female,156
"Sandoval, Jeanne Marie",Female,177
"Shah, Jordan",Male,196
"Poloa, Daniel",Male,185
"Porter, Blaine",Male,173
"Stanek, Alexandria",Female,158
"Williams, Noah",Male,184
"Barner, Ashley",Female,162
"Coward, Christian",Male,193
"Nguyen, Jacob",Male,190
"Morton, Stacey",Female,146
"Zavala-Celaya, Darian",Female,177
"Barnes, Reed",Female,161
"De La Torre Perez, Christine",Female,172
"Bandreddi, Ezana",Male,179
"Horton, Jessica",Female,174
"Delgado, Kimberly",Female,164
"Johnson, Facundo",Male,179
"Fujinami, De Andre",Male,182
"Logan, Michael",Male,166
"West, Christopher",Male,187
"Naylor, Jeffrey",Male,191
"Smith, David",Male,176
"Duffield, Miranda",Female,161
"York, John",Male,184
"Frazier, Consuello",Female,157
"Thibou, Lakota",Female,169
"Lee, Gregory",Male,178
"Fleshman, Lee",Female,155
"Lopez, Cynthia",Female,152
"Appling, Jasmin",Female,163
"Truong, Dion",Male,176
"Nguyen, Hubert",Male,183
"Malone, Etirza",Female,171
"Torrey, Brian",Male,179
"Harlan, Ashley",Female,169
"Phan, Dazhean",Male,178
"Outhouse, Ishi",Male,175
"Sibley, Janel",Female,173
"Miranda, Shadizja",Female,174
"Matthews, Joe",Male,174
"Mao, Tayone",Male,164
"Lawrence, David",Male,172
"Sifuentes, Kieu",Female,170
"Davila, Yingying",Female,170
"Gonzales, Tuyet",Female,160
"Suda, Cory",Male,174
"Enterline, Sarah",Female,172
"Frazier, Nickolas",Male,175
"Perry, Jasmine",Female,166
"Patel, Andrew",Male,180
"Miller, Lorena",Female,165
"Segovia, Susan",Female,170
"Littleman, Devon",Male,174
"Najera, Tuyet",Female,162
"Hawley, Jessica",Female,145
"Kanayama, Noah",Male,175
"Duvall Nguyen, Da'Quan",Male,181
"Brandt, Stephanie",Female,159
"Perez, David",Male,170
"Llerenas, Alexis",Female,169
"Vang, Aphined",Male,172
"Polson, Jason",Male,183
"Acherkan, Chantel",Female,171
"Ruvalcaba, Halle",Female,157
"Trujillo, Danait",Female,159
"Bowman, Nathaniel",Male,183
"Poledor, Kaylyn",Female,177
"Neal, Cole",Male,188
"Lucero, Haile",Female,169
"Buckendorf, Ariana",Female,170
"Vega, Alice",Female,172
"Le, Deondre",Male,192
"Sparn, Idaly",Female,174
"Venegas, Autumn",Female,152
"Karki, An Yang",Male,169
"Holguin, Destinee",Female,173
"Vasquez, Elizabeth",Female,172
"Shrestha, Lawrence",Male,181
"Tidwell, Erin",Female,156
"Day, Andrea",Female,174
"Leon, Breanna",Female,170
"Solorzano, Ian",Male,177
"Briseno, Coleman",Male,176
"Aguilar, Jennifer",Female,155
"Carreon, Ashley",Female,182
"Tran, Andy",Male,190
"Little, Ryan",Male,170
"Rael, Jacinda",Female,154
"Harris, William",Male,166
"Wright, Kelby",Female,166
"Mack-Lynch, Robert",Male,163
"Broker, Dezant",Male,184
"Trujillo, Christina",Female,177
"Gupta, Malcolm",Male,185
"Strange, Akira",Female,177
"Rowles, Elias",Male,182
"Ulibarri, Alisha",Female,162
"Van Tress, Abril",Female,165
"Tran, Turmon",Male,183
"Gonzales, Quarmarius",Male,174
"Toliver, Kara",Female,161
"Gutierrez, Jacqueline",Female,158
"Thompson, Elena",Female,148
"Guthals, Madison",Female,157
"David, Camren",Male,189
"Tran, Brandon",Male,174
"Garcia, Vy",Female,164
"Smith, Tattiana",Female,159
"Cho, Aaron",Male,183
"Franklin, Samantha",Female,172
"Garcia Puente, Da'Nasia",Female,169
"Findley, Marinah",Female,158
"Esparza, Ladaijah",Female,169
"Peters, Nicholas",Male,183
"Xiong, Joel",Male,201
"Lowder, Shaun",Male,181
"Garcia, Cierra",Female,161
"Gardner, Tyson",Male,190
"Pham, Marvin",Male,167
"Fishburn, Christopher",Male,181
"Jackson, Shelby",Female,170
"Martin, Naomi",Female,165
"Hockaday, Conner",Male,178
"Gonzalez, Jazz",Female,165
"Char, K'Von",Male,160
"Gerhard, Arielle",Female,167
"Thompson, Patrick",Male,166
"Montez, Hannah",Female,168
"Aragon, Dazha",Female,163
"Pastorini, Darrien",Male,183
"Morris, Hillary",Female,162
"James, Victor",Male,191
"Montoya, Tristian",Female,158
"Tran, Donell",Male,177
"Garcia, Thomas",Male,189
"Avalos, Chelsea",Female,169
"Dennis, Jacob",Male,196
"Davis, Manuel",Male,180
"Hernandez, Zackieus",Male,175
"Vigoda, Delphy",Female,170
"Santistevan-Minnick, Sterling",Male,186
"Lee, Desiree",Female,181
"Fisher, Maithao",Female,152
"Legarde, Dwayne",Male,172
"Smith, Abasse",Male,187
"Diaz, Erika",Female,163
"Degolier, Malli",Female,146
"Lam, Elijah",Male,191
"Watson, Jordan",Male,185
"Moore, Paul",Male,188
"Mantele, Salem",Female,169
"Nedjoika, Emma",Female,169
"Thompson, Orlando",Male,163
"Garcia Rosales, Nicole",Female,166
"Knight, Miguel",Male,174
"Lewien, Nbyee",Male,184
"Gray, Danielle",Female,168
"Wilson, Elsa",Female,160
"Howard, Jose",Male,174
"Contreraz, Sierra",Female,160
"Gonring, Matthew",Male,192
"Wybenga, Jordan",Male,185
"Saiz, Shavonte",Female,164
"Garcia, Sae",Female,168
"Zavala, Allison",Female,167
"Reece, Mary",Female,151
"Castillo, Tienkieu",Female,157
"Wu, Joshua",Male,176
"Corona Ibarra, James",Male,172
"Wheeler, Risa",Female,176
"Ocana, Raveena",Female,158
"Kearney, Leighton",Male,174
"Bridgford, Noah",Male,182
"Gaytan Contreras, Wenli",Female,166
"Dillard, Olivia",Female,169
"Rodriguez, Toshana",Female,158
"Wong, Ryoga",Male,180
"Gomez Pando, Jamissa",Female,158
"Barrett, Alec",Male,181
"Lopez, Aleda",Female,169
"Miller, Jose",Male,188
"Randall, Cole",Male,185
"Harms, Cassie",Female,171
"Chandra, Jonathan",Male,174
"Hairston, Drew",Male,183
"Cereceres, Naushla",Female,165
"Quintanilla, Kylie Alexis",Female,171
"Gonzales, Samantha",Female,158
"Jones, Vanessa",Female,165
"Jefferson, Francisco",Male,169
"Dumon, Tommy",Male,168
"Llewellyn, Marisa",Female,142
"Truong, Sean",Male,178
"Martinez, Alexandra",Female,154
"Thomas, Ty",Male,170
"Alam, Ryoga",Male,188
"Ward, Jonathon",Male,168
"Tan, Peter",Male,187
"Goetsch, Xingyou",Male,191
"Platzer, Lindsay",Female,171
"Jennings, Eli",Male,178
"Taylor, Marcella",Female,172
"Wu, Vinh",Male,172
"Amaya, Alexis",Female,165
"Montanez, Belicia",Female,170
"Abraha, Michael",Male,194
"Lierman, Keysean",Male,197
"Lopez, Vismaya",Female,180
"Tamura, Najee",Male,185
"Valerio, Ariel",Female,158
"Mcmurray, Vanessa",Female,176
"Caldwell, Bradley",Male,185
"Jensen, Lizbeth",Female,169
"Lucero, Gouthue",Female,175
"Carrillo Soto, Alyssa",Female,166
"Page, Olivia",Female,162
"Harris, Tyler",Male,190
"Aarvold, Cindi",Female,150
"Perez, Shamuel",Male,168
"Xue, Yonathan",Male,201
"Duran, Denise",Female,160
"Pugh, Aubrianna",Female,147
"Bueno, Muna",Female,172
"Walker, Susie",Female,158
"Fernandez, Kuliana",Female,162
"Rahman, Rowdy",Male,181
"Thomas, Briana",Female,164
"Martin, Mohamed",Male,170
"Lofton, Blake",Male,160
"Chavez, Janet",Female,148
"Jaquez, Dominique",Female,155
"Flores Frescas, Keearra",Female,169
"Martinez, Jasmine",Female,164
"Archuleta, Grae",Female,169
"Rel, Jeremy",Male,190
"Jackson, Cesar",Male,164
"Maldonado-Moreno, Ameilia",Female,161
"Guerra, Kierra",Female,174
"Moon, Aaron",Male,189
"Jones, Randa",Female,166
"Forsythe, Kathia",Female,160
"Landeros, Ashley",Female,169
"Washburn, Juan",Male,174
"Loneeagle, Daniel",Male,173
"Rentie, David",Male,173
"Chavez, Megan",Female,149
"Prout, Jermaine",Male,179
"Myers, Nicole",Female,162
"Wafford, Nicholas",Male,184
"Pitones, Jennesi",Female,172
"Maltos, Seekret",Female,154
"Wilson, Cheyenne",Female,158
"Phouthavong, Latray",Male,182
"Robison, Andre",Male,178
"Kunzman, Jason",Male,171
"Smith, Donovan",Male,169
"Cullen, Sukrith",Male,177
"Cartagena, Veronika",Female,180
"Davis, Cinead",Female,170
"Tootle, Zachary",Male,182
"Knipps, Katlyn",Female,170
"Casias, Tyler",Female,160
"Marcoux, Chelsea",Female,153
"Palermo, Chmura",Female,162
"Elliott, Tyler",Male,174
"Swain, Apurva",Female,164
"Alvarez, Jessica",Female,171
"Martinez, Julia",Female,166
"Joshi, Justice",Male,161
"Young III, Dominique",Male,175
"Licano, Mikaela",Female,164
"Olarte, Nam",Male,182
"Graham-Carrillo, Janika",Female,177
"Dillon, Joslyn",Female,172
"Baumeister, Amber",Female,159
"Avila, Tyeshia",Female,159
"Martinez, Jasmine",Female,166
"Siler-Green, Taylor",Male,172
"Villanueva, Naugh'Tia",Female,161
"Soto-Gonzalez, Nisha",Female,170
"Fu, Wayne",Male,185
"Robinson, Dakota",Male,176
"Stevens, Anika",Female,168
"Harrell, Janet",Female,169
"Nguyen, Leaman",Male,181
"Barreto, Biyancah",Female,168
"Buhl, Amber",Female,161
"Zavala-Cameron, Anisha",Female,178
"Smith, Michael",Male,185
"Torres, Kamaria",Female,175
"Cisneros-Manuel, A Brieonna",Female,164
"Haskins, Mariel",Female,156
"Islamzai, Joshua",Male,176
"Kennedy, Christian",Male,177
"Lee, Dean",Male,174
"Tampubolon, Derek",Male,168
"Vazquez, Marisa",Female,169
"Turmandakh, Nikesh",Male,178
"Sawyers, Danielle",Female,167
"Mason, Daniel",Male,183
"Hewat, Alexxis",Female,166
"Sanchez-Payne, Sadie",Female,172
"Harding Jr, Anthony",Male,189
"Woolfolk, Andrew",Male,172
"Woldu, Jesus",Male,182
"Martinez, Sheldon",Male,191
"Vunguyen, Travyone",Male,182
"Rose, Carina",Female,156
"Rios, Makayla",Female,157
"Milan, Brian",Male,182
"Littlejohn, Robert",Male,174
"Santiago, Anna",Female,155
"Drajem, Ariana",Female,178
"Varasteh, Brian",Male,177
"Alvarado, Carolyn",Female,172
"Smith, Cole",Male,174
"Guimont, David",Male,175
"Jaramillo, Autumn",Female,161
"Reese, Austin",Male,177
"Hill, Eduardo",Male,187
"Alvarado, Geanet",Female,161
"Gamel, Mariah",Female,163
"Lewis, Jeffery",Male,176
"Arbogast, Chloe",Female,153
"Lohrenz, Ian",Male,178
"Jumpe, Damion",Male,180
"Brossart, Melissa",Female,156
"Hong, Keandre",Male,188
"Pride, Daniel",Male,164
"Do, Alan",Male,174
"Nguyen, Duy",Male,200
"Cardoza, Patricia",Female,153
"Souther, Louisiana",Female,162
"Spalding, Devan",Female,172
"Torgerson, Anabell",Female,165
"Atwater III, Saul",Male,183
"Yong, Chuche",Male,184
"Vong, Haikeem",Male,180
"Franson, Brittany",Female,175
"Drakeford, Jacob",Male,181
"Chan, Rio",Male,186
"Ledoux, Maryissa",Female,174
"Breen, Jordan",Male,177
"Hernandez, Nadira",Female,168
"Vandyke, Ellie",Female,149
"Saeugling, Estelle",Female,150
"Sosa Rodarte, Yeon Soo",Female,174
"Baig, Tyran",Male,172
"Sanchez-Cruz, Bryanna",Female,171
"Ramirez, Samantha",Female,171
"Hamlin, Gabriel",Male,186
"Nix, Matthew",Male,176
"Dullea, Alexandra",Female,173
"Vazquez, Symone",Female,151
"Pham, William",Male,176
"Mitchell, Simon",Male,185
"Gras, Taniesha",Female,153
"Shoeboot, Angelo",Male,193
"Salazar, Shania",Female,162
"Flores, Katrina",Female,161
"Hunter, Kaylie",Female,153
"Lee, Tommy",Male,182
"Lichty, Alexandra",Female,162
"Hansen, Lee",Male,168
"Hockaday, Sa'Vannah",Female,162
"Aragon, Sharron",Female,157
"Trujillo, Richard",Male,182
"Conway, Charmaine",Female,163
"Tran, Cidney",Male,173
"Ha, Roderick",Male,175
"Perez, Cuong",Male,186
"Pippin, Jamie",Female,160
"Hill, Caprice",Female,168
"Salazar, Gianna",Female,152
"Herrera, Natasha",Female,167
"Wagner, Nicole",Female,168
"Lane, Brandon",Male,164
"Sharp, Michael",Male,174
"Garcia, Tyeara",Female,151
"Seng, Maxwell",Male,170
"Agee-Woods, Cheyenne",Female,165
"Kennedy, Jason",Male,175
"Teichman, Anna",Female,170
"Early, Alyssa",Female,182
"Waddell, Charya",Female,158
"Yi, Ervin",Male,181
"Do, Emaan",Male,185
"Melvin, Andrew",Male,172
"Sabala, Noella",Female,158
"Melendez, Alysse",Female,171
"Sanchez, Ebone",Female,154
"Jones, Domnick",Male,169
"Moore, Esteban",Male,170
"Steinman, Tamara",Female,164
"Mcalister, Alexandria",Female,156
"Tewahade, Rebecca",Female,169
"Crockett, Sean",Male,177
"Vu, Armond",Male,162
"Stribling-Harrell, Isaiah",Male,172
"Mitsuhashi, Cameron",Male,189
"Johnson, Nizhoni",Female,158
"Mayes, Sasha",Female,155
"Boror-Gonzalez, Sheila",Female,160
"Markow, Danielle",Female,161
"Fernandez, Ayisha",Female,162
"Henderson, Carlos",Male,171
"Angel, Valetty",Female,173
"Tenorio, Greta",Female,158
"Maestas, Zoe",Female,155
"Williams, Barbara",Female,175
"Fisk, Marcelina",Female,156
"Leung, Thadeaus",Male,192
"Micheli, Audriana",Female,163
"Nystrom, Selena",Female,151
"Alzamily, Vince Eufred",Male,188
"Asad, Franklin",Male,177
"Lo, Marcus",Male,178
"Germer, Alexa",Female,164
"Mannino, Kele",Male,180
"Garth, Michael",Male,175
"Velazquez Martinez, Brigitte",Female,160
"Situmeang, Timothy",Male,193
"Warwick, Monique",Female,169
"Sanchez, Hailey",Female,159
"Koanui, Alan",Male,186
"Crawford, Adilene",Female,166
"Kilgannon, Sarah",Female,160
"Trujillo, Celia",Female,168
"Sorvald, Victoria",Female,162
"Pinedo, Jazmin",Female,158
"Turner, Destiny",Female,168
"Lee, Aren",Male,180
"Dart, Dah'Som",Male,171
"Nguyen, Zephaniah",Male,179
"Casalini, Nicho",Male,177
"Lopez Leon, Qourtney",Female,175
"Uzor, Anthony",Male,186
"Lowe, Steven",Male,177
"Lam, Derek",Male,184
"Ross, Randall",Male,187
"Jimenez, Jennifer",Female,154
"Brown, Alexander",Male,173
"Tompkins, Anna",Female,160
"Warren, Dennis",Male,171
"Buethe, Tanya",Female,160
"Cadora, Lucerito",Female,166
"Gurule, Simey",Female,174
"Hauger, Justin",Male,178
"Clark, Jasmine",Female,161
"Garnes, Terrin",Male,174
"Long, Tyson",Male,174
"Kanchanlal, Da'Von",Male,187
"Perez, Edna",Female,172
"Masters, Evelyn",Female,173
"Cordova, Destinee",Female,176
"Her, Sidharth",Male,186
"Cervantez, Amy",Female,163
"Mariscal, Kaleigh",Female,159
"Federico, Rachel",Female,165
"Hussein, Brenton",Male,190
"Martinez, Danielle",Female,149
"Ayala, Kazoua",Female,166
"Jenkins, Benjamin",Male,173
"Ranney, Maria",Female,162
"Digby, Jacob",Male,185
"Johnson, Bianca",Female,174
"John, Asia",Female,165
"Wong, Marquise",Male,178
"Matthews, Rachel",Female,164
"Compton, Teddi",Female,170
"De Dios, Amy",Female,170
"Ford, Ashley",Female,167
"Goolsby, Diego",Male,188
"Lavigne, Christian",Male,189
"Saraogi, Jamal",Male,169
"Moore, Maeselle",Female,156
"Oliver, Mary",Female,174
"Thatch, Antonio",Male,190
"Huff, Wesley",Male,195
"Edwards, Aubrey",Female,156
"Chen, Tad",Male,188
"Kotov, Lauren",Female,150
"Gonzales, Carolyn",Female,170
"Khalidov, Alex",Male,164
"Penn, Brigid",Female,154
"Henderson, Jenny",Female,146
"Ta, Darius",Male,181
"Burrell, Meghan",Female,167
"Griffin, Joseph",Male,191
"Morris, Brittany",Female,174
"Taft, Bianca",Female,160
"Mitsuhashi, Edward",Male,187
"Roman, Thuy",Female,171
"Arguello-Davis, Thy Thy",Female,165
"Iranfar, Whitney",Female,171
"Jimenez, Aungelique",Female,173
"Leyerle, Alex",Male,169
"Works, Kyle",Male,182
"Lawson, Hugo",Male,186
"Latas, Mylas",Male,174
"King, Jared",Male,175
"Gallegos, Naema",Female,160
"Nguyen, Kashus",Male,182
"Pineda, Katherine",Female,156
"Ortuno, Lindsey",Female,174
"Belt, Ashley",Female,164
"Tran, Steve",Male,188
"Black, Brent",Male,166
"Reeves, Uriah",Male,180
"Calerich, Vanessa",Female,164
"Estrada, Ryan",Male,172
"Jefferson, Francisco",Male,180
"Jostes, Kayla",Female,150
"Brungardt, Nicole",Female,164
"Kim, Jacob",Male,188
"Davis, Andrew",Male,168
"Fontillas, Brandon",Male,191
"Dorsey, Ryan",Male,181
"Lewis, Amber",Female,163
"Reid, Endiana",Female,160
"Johnson, Benjamin",Male,187
"Foeppel, Yesenia",Female,161
"Gangopadhyay, Jalen",Male,174
"Hritsick, Ethan",Male,174
"Schuster, Aaron",Male,176
"Hofmann, Maria",Female,169
"Maclean, Samantha",Female,169
"Brown, Daniel",Male,182
"Kenoly, Jimmy",Male,188
"Vidana, Bailey",Female,153
"Reeves, Christian",Male,172
"Loewen, Julia",Female,174
"Martinez, Gabriela",Female,148
"Burton, Michael",Male,174
"Lee, Duantae",Male,177
"Snow, Hannah",Female,171
"Miller, Jasiel",Male,178
"Belfiore, Santiago",Male,173
"Clayton, Amanda",Female,157
"Bird, Bernadette",Female,167
"Lim, John",Male,168
"Judson, Norma",Female,166
"Mendez, Brandi",Female,158
"Hoang, Derrell",Male,151
"Mcclure, Nicole",Female,163
"Alire, Coyote-Cache",Male,182
"Ho, Janari",Male,182
"Xiong, Jerry",Male,189
"Alvizo, Jameika",Female,167
"Newbury, Oyate",Male,176
"Hightower, Lauren",Female,160
"Ellis, Jesse",Male,186
"Tizon, Dante",Male,183
"Schipper, Ashish",Male,196
"Kobel, Damytryace",Male,185
"Aragon, Cindy",Female,163
"Moua, Daniel",Male,176
"Sanchez, Stephanie",Female,174
"Serrano-Caballero, Alexus",Female,177
"Bell, Francisco",Male,174
"Robinson, Uriel",Male,171
"Johnson, Cirrio",Male,186
"Bonton, Andrew",Male,175
"Yates, Taylor",Male,174
"Martinez, Kayla",Female,164
"Sanders, Isaiah",Male,182
"Baasch, Marc",Male,175
"Sims, Randy",Male,184
"Tran, Tyrik",Male,167
"Huerta, Jazmyne",Female,156
"Mills, Dominic",Male,171
"Rivera, Sanjana",Female,169
"Nguyen, Adrian",Male,176
"Schmunk, Makenzie",Female,179
"Lastrella, Daryahn",Male,186
"Gallegos, Raven",Female,152
"Martinez, Kim",Female,168
"Robinson, Nathan",Male,191
"Meiklejohn, Iesha",Female,172
"Solis, Sara",Female,162
"Isaacs, James",Male,194
"Juran, Lillian",Female,165
"Black, Cynthia",Female,171
"Vue, Prasanna",Male,188
"Bustamante, Acacia",Female,164
"Lee, Shaneal",Female,172
"Glowacz, Katlynne",Female,172
"Hart, Marcelina",Female,167
"Quarles, Alysia",Female,156
"Rivera, Victoria",Female,162
"Buasri, Louis",Male,185
"Kemp, Anthony",Male,188
"Au Yeung, Amoni",Male,178
"Bateman, Camille",Female,156
